timestamp_ms,motion_detected,roll_deg,pitch_deg,yaw_deg,filtered_accel_x_(m/s²),filtered_accel_y_(m/s²),filtered_accel_z_(m/s²),filtered_gyro_x_(deg/s),filtered_gyro_y_(deg/s),filtered_gyro_z_(deg/s),accel_magnitude,gyro_magnitude,adc0,adc1,adc2,adc3,adc4,Label
4981,1,5.65,15.49,0.69,-2.8064,1.0354,10.0751,2.6797,1.4473,0.1149,895.922,955.74,931.5921,804.4208,905.1539,notthing
5007,1,5.3,15.78,0.62,-2.8406,0.9639,10.0034,5.0231,-2.4287,-2.4515,908.556,955.74,931.5921,836.7372,926.3013,notthing
5033,1,5.87,16.24,0.39,-2.9045,1.063,9.9171,-3.9476,-6.9172,-8.9097,921.1899,960.9853,931.5921,852.8955,926.3013,notthing
5059,1,7.24,16.91,-0.07,-3.007,1.3033,9.8056,-13.365,-12.3973,-17.6283,933.8238,960.9853,931.5921,869.0537,936.8751,notthing
5085,1,8.44,17.76,-0.8,-3.1404,1.5119,9.6891,-14.2375,-20.9795,-28.2188,895.922,945.2493,912.6391,804.4208,894.5801,notthing
5111,1,8.91,18.83,-1.86,-3.3273,1.5964,9.6265,-14.1368,-32.2332,-40.669,895.922,945.2493,912.6391,788.2626,894.5801,notthing
5137,1,8.99,20.29,-3.23,-3.5942,1.6203,9.587,-17.093,-43.2661,-52.7977,883.2881,945.2493,906.3214,739.788,884.0064,notthing
5163,1,8.84,21.73,-4.9,-3.8774,1.6097,9.5931,-21.3818,-53.6083,-64.1181,870.6542,945.2493,900.0037,707.4715,884.0064,notthing
5189,1,8.72,22.99,-6.87,-4.1544,1.6124,9.6587,-26.1385,-64.2741,-75.9737,845.3864,940.004,862.0977,642.8386,862.8589,notthing
5215,1,8.38,24.07,-9.16,-4.4293,1.5828,9.7895,-30.204,-73.4701,-87.8218,807.4846,924.268,779.9679,545.8893,799.4166,notthing
5241,1,8,25.08,-11.68,-4.7181,1.5484,9.9626,-33.3082,-79.295,-97.1492,794.8506,908.532,672.5674,432.7817,683.1055,notthing
5267,1,7.21,25.57,-14.38,-4.9143,1.4289,10.1696,-38.8692,-82.9374,-103.7705,769.5828,871.8148,501.9901,303.516,535.0732,notthing
5293,1,6.99,26.22,-17.27,-5.1422,1.4166,10.3458,-49.6772,-84.1047,-111.2905,756.9489,803.6256,331.4128,190.4084,376.4673,notthing
5319,1,6.77,26.96,-20.35,-5.3918,1.4027,10.5087,-54.1919,-85.4349,-118.2492,731.681,714.4551,154.5178,77.3009,207.2875,notthing
5345,1,6,27.21,-23.62,-5.5781,1.2746,10.7749,-57.427,-84.6633,-125.926,706.4132,630.5299,47.1173,0,90.9764,notthing
5371,1,5.18,27.48,-27.04,-5.7533,1.125,11.0033,-64.1167,-79.4657,-131.4258,655.8775,530.8688,0,0,0,notthing
5397,1,4.91,27.67,-30.54,-5.891,1.0866,11.18,-72.3015,-72.9067,-134.7788,605.3418,462.6796,0,0,0,notthing
5423,1,4.5,27.65,-34.07,-5.969,1.0087,11.3467,-72.9397,-67.3332,-135.6745,554.8061,394.4904,0,0,0,notthing
5449,1,3.9,27.65,-37.56,-6.0569,0.8867,11.5273,-71.6657,-60.3218,-134.0807,491.6365,305.3199,0,0,0,notthing
5475,1,3.46,27.98,-40.93,-6.1902,0.797,11.6264,-67.38,-52.3006,-129.6135,453.7347,189.9227,0,0,0,notthing
5501,1,2.89,28.06,-44.16,-6.2663,0.6724,11.7341,-63.1588,-45.6987,-124.3336,453.7347,79.7709,0,0,0,notthing
5527,1,2.28,28.11,-47.28,-6.3426,0.5361,11.8614,-59.3659,-39.9367,-119.8848,428.4669,16.827,0,0,0,notthing
5553,1,1.77,28.24,-50.25,-6.4277,0.4204,11.9621,-54.9055,-34.4165,-114.4325,390.5651,0,0,0,0,notthing
5579,1,1.18,28.23,-53.06,-6.47,0.2805,12.0498,-49.9958,-29.1827,-107.9973,352.6634,0,0,0,0,notthing
5605,1,0.76,28.31,-55.73,-6.5217,0.1825,12.1055,-47.0709,-24.8582,-102.5696,352.6634,0,0,0,0,notthing
5631,1,0.44,28.53,-58.21,-6.6027,0.1052,12.1461,-42.9649,-21.7615,-95.6738,327.3955,0,0,0,0,notthing
5657,1,0.06,28.71,-60.52,-6.6734,0.0141,12.1855,-38.1056,-19.3088,-88.5926,314.7616,0,0,0,0,notthing
5683,1,-0.31,28.86,-62.65,-6.7388,-0.0767,12.2279,-32.9415,-17.0092,-81.8898,289.4937,0,0,0,0,notthing
5709,1,-0.8,29.13,-64.59,-6.8429,-0.197,12.2766,-28.7829,-14.4552,-74.8635,289.4937,0,0,0,0,เก้า
5735,1,-1.19,29.34,-66.36,-6.9279,-0.294,12.3193,-27.237,-11.5519,-68.1227,276.8598,0,0,0,0,เก้า
5761,1,-1.48,29.45,-67.98,-6.98,-0.3667,12.3567,-26.4629,-9.4936,-62.0169,251.592,0,0,0,0,เก้า
5787,1,-1.83,29.71,-69.43,-7.0667,-0.456,12.3774,-25.8506,-8.5662,-55.9482,251.592,0,0,0,0,เก้า
5813,1,-2.01,30.1,-70.73,-7.1825,-0.5015,12.3784,-25.698,-6.7643,-50.0208,276.8598,0,0,0,0,เก้า
5839,1,-2.06,30.38,-71.86,-7.265,-0.5156,12.3835,-24.1325,-4.0816,-43.4127,264.2259,0,0,0,0,เก้า
5865,1,-2.18,30.52,-72.82,-7.3238,-0.5475,12.4126,-21.4642,-2.9063,-37.0779,251.592,0,0,0,0,เก้า
5891,1,-2.19,30.77,-73.68,-7.3979,-0.5515,12.4151,-21.4439,-3.6892,-32.8922,302.1277,1.0911,0,0,0,เก้า
5917,1,-2.08,31.08,-74.42,-7.4914,-0.5274,12.4173,-19.8773,-2.3359,-28.4563,314.7616,27.3177,0,0,0,เก้า
5943,1,-2,31.23,-75.05,-7.5346,-0.5066,12.4138,-18.9704,-1.1055,-24.2765,276.8598,37.8083,0,0,0,เก้า
5969,1,-1.94,31.37,-75.62,-7.5705,-0.4931,12.4089,-16.648,-1.5481,-21.9756,264.2259,58.7896,0,0,0,เก้า
5995,1,-1.87,31.66,-76.13,-7.6463,-0.4753,12.3907,-14.9109,-1.5605,-19.4955,264.2259,53.5443,0,0,0,เก้า
6021,1,-1.77,31.87,-76.57,-7.7034,-0.4506,12.3812,-13.3694,-0.631,-16.8383,251.592,74.5256,0,0,0,เก้า
